LAST NAME;FIRST NAME;MIDDLE NAME;ENDING TO LAST NAME;BRANCH OF SERVICE;OFFICER OR ENLISTED INDIVIDUAL;ABBREVIATION OF RANK;CODE FOR GRADE AND PAY;CODES FOR OFFICERS AND ENLISTED PERSONNEL;INDICATES MEMBERSHIP IN A SPECIFIC CORPS;UNIT / COMMAND IDENTIFICATION CODE;RECOMMENDED AWARD;DUTY ASSIGNMENT;TYPE OF ACTION COMMENDED BY THE ORIGINATOR;NUMBER OF TIMES THIS AWARD HAS BEEN GIVEN;START OF AWARD MERIT PERIOD;END OF AWARD MERIT PERIOD;NUMBER OF MONTHS IN MERIT AWARD PERIOD;INDICATOR FOR DISPLAYING MERIT_START_DATE AND MERIT_END_DATE ON REPORTS;GEOGRAPHIC AREA IN WHICH THE AWARD WAS EARNED;DATE AWARD RECOMMENDED;NAME OF AWARD ENDORSED BY CHIEF OF NAVAL OPERATIONS OR COMMANDANT OF THE MARINE CORPS;DATE ENDORSER SIGNS CASE;NAME OF APPROVED AWARD;AWARDING AUTHORITY CODE;DATE AWARD APPROVED;PARTICIPATING COMMANDS IDENTIFICATION;MULITIPLE RECORD IDENTIFICATION;DATE FROM COMMANDANT OF THE MARINE CORPS;MONTH, DAY, AND YEAR RECORD WAS ENTERED;TIME RECORD WAS ENTERED;MONTH, DAY, AND YEAR RECORD WAS MODIFIED;TIME RECORD WAS MODIFIED
RANDALL;CA;;;NAVY;OFFICER;;Commander OR Lieutenant Colonel;;;20020;LEGION OF MERIT (WITH COMBAT V);;MERITORIOUS;1;07/21/1944;07/21/1944;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;LEGION OF MERIT (WITH COMBAT V);COMMARFORPAC - COMMANDING GENERAL US MARINE CORPS FORCES PAC;01/21/1945;532396;;;07/15/1988;163600;10/14/1992;134800
RINDSKOPF;MAURICE;;;NAVY;OFFICER;;Commander OR Lieutenant Colonel;;;5259;NAVY CROSS;;HEROIC;1;08/01/1944;08/01/1944;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;NAVY CROSS;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;02/09/1945;94584;;;07/15/1988;145500;09/13/1988;91900
FLUCKEY;EUGENE;B;;NAVY;OFFICER;;Commander OR Lieutenant Colonel;;;2986;NAVY CROSS;;HEROIC;2;08/01/1944;10/01/1944;3;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;NAVY CROSS;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;01/05/1945;162885;;;07/15/1988;150700;09/13/1988;93100
REICH;ELI;THOMAS;;NAVY;OFFICER;;Commander OR Lieutenant Colonel;;;5259;NAVY CROSS;;HEROIC;2;08/01/1944;09/01/1944;2;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;NAVY CROSS;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;01/05/1945;402293;;;07/15/1988;161100;09/13/1988;101600
INGERSOLL;STUART;;;NAVY;OFFICER;;Colonel;;;5259;NAVY CROSS;;HEROIC;1;08/01/1944;10/01/1944;3;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;NAVY CROSS;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;02/04/1945;538183;;;07/15/1988;163700;10/15/1992;41900
ESPE;CARL;F;;NAVY;OFFICER;;Colonel;;;5259;LEGION OF MERIT;;MERITORIOUS;2;08/01/1944;10/01/1944;3;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;LEGION OF MERIT (WITH COMBAT V);CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;02/04/1945;538261;;;07/15/1988;163700;09/27/1992;204100
DEUTERMANN;HAROLD;;;NAVY;OFFICER;;Commander OR Lieutenant Colonel;;;1963;LEGION OF MERIT;;MERITORIOUS;1;08/01/1944;11/01/1944;4;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;LEGION OF MERIT (WITH COMBAT V);CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;01/15/1945;539271;;;07/15/1988;163800;10/15/1992;54200
PATRICK;GOLDSBORO;;;NAVY;OFFICER;;Commander OR Lieutenant Colonel;;;5259;BRONZE STAR MEDAL;;HEROIC;1;08/01/1944;10/01/1944;3;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;BRONZE STAR MEDAL (WITH COMBAT 'V');CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;01/15/1945;539522;;;07/15/1988;163800;10/15/1992;55700
WHITAKER;REUBEN;T;;NAVY;OFFICER;;Commander OR Lieutenant Colonel;;;5249;NAVY CROSS;;HEROIC;3;08/01/1944;10/01/1944;3;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;NAVY CROSS;COMSEVENTHFLT - COMMANDER SEVENTH FLEET;02/02/1945;541175;;;07/15/1988;163800;09/27/1992;224000
WULZEN;DON;W;;NAVY;OFFICER;;Commander OR Lieutenant Colonel;;;5259;BRONZE STAR MEDAL (WITH COMBAT 'V');;MERITORIOUS;1;08/01/1944;10/01/1944;3;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;BRONZE STAR MEDAL (WITH COMBAT 'V');CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;01/05/1945;541529;;;07/15/1988;163800;09/27/1992;225800
WILSON;RALPH;E;;NAVY;OFFICER;;Colonel;;;5259;LEGION OF MERIT (WITH COMBAT V);;MERITORIOUS;3;08/01/1944;11/01/1944;4;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;LEGION OF MERIT (WITH COMBAT V);CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;02/12/1945;554516;;;07/15/1988;164200;09/28/1992;63900
SHEAR;HAROLD;EDSON;;NAVY;OFFICER;;Lieutenant Commander OR Major;2PM;;5255;NAVY AND MARINE CORPS COMMENDATION MEDAL;;MERITORIOUS;1;09/01/1944;10/01/1944;2;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;NAVY AND MARINE CORPS COMMENDATION MEDAL;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;01/21/1945;94621;;;07/15/1988;145500;09/13/1988;91900
SMITH;HAROLD;P;;NAVY;OFFICER;;Colonel;;;5259;LEGION OF MERIT (WITH COMBAT V);;MERITORIOUS;1;09/01/1944;01/01/1945;5;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;LEGION OF MERIT (WITH COMBAT V);CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;02/11/1945;538394;;;07/15/1988;163700;09/27/1992;204700
LOUD;WAYNE;R;;NAVY;OFFICER;;Commander OR Lieutenant Colonel;;;5259;LEGION OF MERIT;;MERITORIOUS;1;09/01/1944;09/01/1944;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;LEGION OF MERIT (WITH COMBAT V);CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;02/08/1945;539307;;;07/15/1988;163800;09/27/1992;212500
KIBBE;RICHARD;L;;NAVY;OFFICER;;Commander OR Lieutenant Colonel;;;5259;AIR MEDAL-STRIKE/FLIGHT;;MERITORIOUS;1;09/01/1944;09/01/1944;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;AIR MEDAL-STRIKE/FLIGHT;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;01/05/1945;540924;;;07/15/1988;163800;09/27/1992;222600
MCCLINTOCK;DAVID;;;NAVY;OFFICER;;Commander OR Lieutenant Colonel;;;5259;NAVY CROSS;;HEROIC;1;09/01/1944;10/01/1944;2;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;NAVY CROSS;COMSEVENTHFLT - COMMANDER SEVENTH FLEET;02/21/1945;541444;;;07/15/1988;163800;10/15/1992;83500
TEEL;RICHARD;ASHL;;NAVY;OFFICER;;Commander OR Lieutenant Colonel;;;1824;LEGION OF MERIT (WITH COMBAT V);;MERITORIOUS;1;09/01/1944;12/01/1944;4;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;LEGION OF MERIT (WITH COMBAT V);CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;01/19/1945;542002;;;07/15/1988;163800;09/27/1992;232000
CAMERON;ALEXANDER;;;NAVY;ENLISTED;;Damage Controlman OR Gunner's Mate First Class OR Machinery Technician OR Staff Sergeant OR Storekeeper First Class OR Technical Sergeant;;;5259;BRONZE STAR MEDAL;;MERITORIOUS;1;09/01/1944;09/01/1944;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;BRONZE STAR MEDAL (WITH COMBAT 'V');CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;02/18/1945;611014;;;07/15/1988;165200;10/07/1992;22800
FLUCKEY;EUGENE;B;;NAVY;OFFICER;;Commander OR Lieutenant Colonel;;;2986;NAVY CROSS;;HEROIC;3;10/01/1944;12/01/1944;3;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;NAVY CROSS;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;02/25/1945;162886;;;07/15/1988;150700;09/13/1988;93100
SCHNEIDER;FREDERI;;;NAVY;OFFICER;;Lieutenant Commander OR Major;;;5249;SILVER STAR MEDAL;;MERITORIOUS;1;10/01/1944;09/01/1945;12;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;SILVER STAR MEDAL;COMSEVENTHFLT - COMMANDER SEVENTH FLEET;02/09/1945;176013;;;07/15/1988;151000;09/13/1988;93300
FAIRFAX;EUGENE;G;;NAVY;OFFICER;;Lieutenant Commander OR Major;;;6982;DISTINGUISHED FLYING CROSS;;MERITORIOUS;1;10/01/1944;10/01/1944;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;DISTINGUISHED FLYING CROSS;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;01/14/1945;226423;;;07/15/1988;151800;09/13/1988;94200
BARDSHAR;FREDERIC;;;NAVY;OFFICER;;Lieutenant Commander OR Major;;;5259;DISTINGUISHED FLYING CROSS;;HEROIC;2;10/01/1944;10/01/1944;0;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;DISTINGUISHED FLYING CROSS;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;01/08/1945;452405;;;07/15/1988;162000;09/13/1988;102500
WARD;NORVELL;G;;NAVY;OFFICER;;Commander OR Lieutenant Colonel;;;5259;BRONZE STAR MEDAL;;MERITORIOUS;1;10/01/1944;11/01/1944;2;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;BRONZE STAR MEDAL (WITH COMBAT 'V');CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;01/21/1945;488836;;;07/15/1988;162600;09/13/1988;103100
NUNN;IRA;H;;NAVY;OFFICER;;Major General;;;5249;NAVY CROSS;;HEROIC;1;10/01/1944;10/01/1944;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;NAVY CROSS;COMSEVENTHFLT - COMMANDER SEVENTH FLEET;01/19/1945;538440;;;07/15/1988;163700;09/27/1992;205000
THACH;JOHN;S;;NAVY;OFFICER;;Commander OR Lieutenant Colonel;;;5259;SILVER STAR MEDAL;;HEROIC;1;10/01/1944;10/01/1944;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;SILVER STAR MEDAL;OTHER;01/03/1945;539210;;;07/15/1988;163800;09/27/1992;211900
HUBBARD;MILES;H;;NAVY;OFFICER;;Commander OR Lieutenant Colonel;;;5259;SILVER STAR MEDAL;;HEROIC;1;10/01/1944;10/01/1944;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;SILVER STAR MEDAL;COMSEVENTHFLT - COMMANDER SEVENTH FLEET;02/09/1945;539282;;;07/15/1988;163800;09/27/1992;212300
LOUD;WAYNE;R;;NAVY;OFFICER;;Colonel;;;5249;LEGION OF MERIT;;MERITORIOUS;2;10/01/1944;10/01/1944;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;LEGION OF MERIT (WITH COMBAT V);COMSEVENTHFLT - COMMANDER SEVENTH FLEET;02/09/1945;539308;;;07/15/1988;163800;09/27/1992;212500
OBEIRNE;EMMET;;;NAVY;OFFICER;;Commander OR Lieutenant Colonel;;;5259;LEGION OF MERIT;;MERITORIOUS;1;10/01/1944;11/01/1944;2;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;LEGION OF MERIT (WITH COMBAT V);COMSEVENTHFLT - COMMANDER SEVENTH FLEET;02/15/1945;539620;;;07/15/1988;163800;10/15/1992;60100
KIBBE;RICHARD;L;;NAVY;OFFICER;;Commander OR Lieutenant Colonel;;;5259;NAVY CROSS;;HEROIC;1;10/01/1944;10/01/1944;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;NAVY CROSS;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;01/04/1945;540928;;;07/15/1988;163800;09/27/1992;222700
MERRILL;SIDNEY;D;;NAVY;OFFICER;;Commander OR Lieutenant Colonel;;;5259;BRONZE STAR MEDAL;;MERITORIOUS;1;10/01/1944;10/01/1944;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;BRONZE STAR MEDAL (WITH COMBAT 'V');CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;02/02/1945;541281;;;07/15/1988;163800;09/27/1992;224700
GAGE;NORMAN;D;;NAVY;OFFICER;;Commander OR Lieutenant Colonel;;;5249;BRONZE STAR MEDAL;;HEROIC;1;10/01/1944;11/01/1944;2;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;BRONZE STAR MEDAL;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;02/21/1945;541490;;;07/15/1988;163800;09/27/1992;225500
WARD;ROBERT;E;M;NAVY;OFFICER;;Commander OR Lieutenant Colonel;;;5259;NAVY CROSS;;HEROIC;2;10/01/1944;11/01/1944;2;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;NAVY CROSS;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;02/25/1945;541514;;;07/15/1988;163800;09/27/1992;225600
OUTLAW;EDWARD;C;;NAVY;OFFICER;;Commander OR Lieutenant Colonel;;;5259;LEGION OF MERIT;;MERITORIOUS;1;10/01/1944;10/01/1944;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;LEGION OF MERIT;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;02/01/1945;541609;;;07/15/1988;163800;09/27/1992;230400
GURNEY;ALFRED;LER;;NAVY;OFFICER;;Commander OR Lieutenant Colonel;;;5259;BRONZE STAR MEDAL (WITH COMBAT 'V');;MERITORIOUS;1;10/01/1944;10/01/1944;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;BRONZE STAR MEDAL (WITH COMBAT 'V');CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;01/16/1945;541797;;;07/15/1988;163800;09/27/1992;231400
FEIGHTNER;EDWARD;;;NAVY;OFFICER;;Lieutenant OR Captain;1310;;5259;AIR MEDAL-INDIVIDUAL ACTION;;MERITORIOUS;4;10/10/1944;10/10/1944;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;AIR MEDAL-INDIVIDUAL ACTION;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;01/01/1945;245812;;;07/15/1988;152200;09/13/1988;94600
FEIGHTNER;EDWARD;;;NAVY;OFFICER;;Lieutenant OR Captain;1310;;5259;DISTINGUISHED FLYING CROSS;;HEROIC;2;10/12/1944;10/12/1944;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;DISTINGUISHED FLYING CROSS;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;01/01/1945;245818;;;07/15/1988;152200;09/13/1988;94600
RIERA;ROBERT;EMME;;NAVY;OFFICER;;Commander OR Lieutenant Colonel;;;5259;DISTINGUISHED FLYING CROSS;;HEROIC;1;10/18/1944;10/18/1944;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;DISTINGUISHED FLYING CROSS;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;01/07/1945;226487;;;07/15/1988;151800;09/13/1988;94200
GRALLA;ARTHUR;R;;NAVY;OFFICER;;Commander OR Lieutenant Colonel;;;5259;BRONZE STAR MEDAL;;MERITORIOUS;2;10/24/1944;10/24/1944;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;BRONZE STAR MEDAL;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;01/14/1945;94481;;;07/15/1988;145500;09/13/1988;91900
CURTIS;WALTER;L;;NAVY;OFFICER;;Lieutenant Commander OR Major;;;5259;BRONZE STAR MEDAL;;HEROIC;1;10/24/1944;10/24/1944;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;BRONZE STAR MEDAL;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;01/05/1945;102918;;;07/15/1988;145700;09/13/1988;92000
MURPHY;JOSEPH;NAT;;NAVY;OFFICER;;Commander OR Lieutenant Colonel;;;5259;NAVY CROSS;;HEROIC;1;10/24/1944;10/24/1944;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;NAVY CROSS;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;01/15/1945;539139;;;07/15/1988;163800;09/27/1992;211500
COLLINS;SAMUEL;L;;NAVY;OFFICER;;Lieutenant OR Captain;;;5259;BRONZE STAR MEDAL;;HEROIC;1;10/24/1944;10/24/1944;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;BRONZE STAR MEDAL (WITH COMBAT 'V');CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;01/18/1945;543489;;;07/15/1988;163900;09/28/1992;2500
VOLPI;RAY;ANDREW;;NAVY;OFFICER;;Lieutenant (Junior Grade) OR First Lieutenant;;;5249;DISTINGUISHED FLYING CROSS;;HEROIC;1;10/24/1944;10/24/1944;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;DISTINGUISHED FLYING CROSS;COMSEVENTHFLT - COMMANDER SEVENTH FLEET;02/14/1945;552095;;;07/15/1988;164100;09/28/1992;42700
DEMARCO;NICHOLAS;;;NAVY;ENLISTED;;Boatswain's Mate OR Gunner's Mate OR Machinery Technician OR Radioman Second Class OR Sergeant OR Storekeeper Second Class;;;5249;NAVY AND MARINE CORPS COMMENDATION MEDAL;;MERITORIOUS;1;10/25/1944;10/25/1944;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;NAVY AND MARINE CORPS COMMENDATION MEDAL;COMSEVENTHFLT - COMMANDER SEVENTH FLEET;02/21/1945;56283;;;07/15/1988;144900;09/13/1988;91200
JACKSON;PERCIVAL;;;NAVY;OFFICER;;Lieutenant Commander OR Major;;;5259;NAVY CROSS;;HEROIC;1;10/25/1944;10/25/1944;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;NAVY CROSS;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;02/18/1945;56656;;;07/15/1988;144900;09/13/1988;91200
GUEST;WILLIAM;S;;NAVY;OFFICER;;Commander OR Lieutenant Colonel;;;5249;LEGION OF MERIT;;MERITORIOUS;1;10/25/1944;10/25/1944;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;LEGION OF MERIT;COMSEVENTHFLT - COMMANDER SEVENTH FLEET;02/21/1945;176051;;;07/15/1988;151000;09/13/1988;93300
RIERA;ROBERT;EMME;;NAVY;OFFICER;;Commander OR Lieutenant Colonel;;;5259;NAVY CROSS;;HEROIC;1;10/25/1944;10/25/1944;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;NAVY CROSS;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;01/05/1945;226492;;;07/15/1988;151800;09/13/1988;94200
ESCH;ARTHUR;GERAL;;NAVY;OFFICER;;Lieutenant OR Captain;1100;;5259;BRONZE STAR MEDAL (WITH COMBAT 'V');;MERITORIOUS;1;10/25/1944;10/25/1944;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;BRONZE STAR MEDAL (WITH COMBAT 'V');COMSEVENTHFLT - COMMANDER SEVENTH FLEET;02/18/1945;271843;;;07/15/1988;152600;09/13/1988;95000
HANECAK;RICHARD;G;;NAVY;OFFICER;;Lieutenant (Junior Grade) OR First Lieutenant;;;5259;DISTINGUISHED FLYING CROSS;;HEROIC;1;10/25/1944;10/25/1944;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;DISTINGUISHED FLYING CROSS;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;01/20/1945;481829;;;07/15/1988;162500;09/13/1988;103000
MCMANES;KEMORE;M;;NAVY;OFFICER;;Brigadier General OR Rear Admiral;;;5249;NAVY CROSS;;HEROIC;1;10/25/1944;10/25/1944;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;NAVY CROSS;COMSEVENTHFLT - COMMANDER SEVENTH FLEET;02/09/1945;538298;;;07/15/1988;163700;09/27/1992;204400
LEE;FITZHUGH;;;NAVY;OFFICER;;Colonel;;;5249;NAVY CROSS;;HEROIC;1;10/25/1944;10/25/1944;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;NAVY CROSS;COMSEVENTHFLT - COMMANDER SEVENTH FLEET;03/01/1945;538867;;;07/15/1988;163700;10/15/1992;51000
GRANTHAM;ELONZO;B;;NAVY;OFFICER;;Commander OR Lieutenant Colonel;;;5249;NAVY CROSS;;HEROIC;1;10/25/1944;10/25/1944;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;NAVY CROSS;COMSEVENTHFLT - COMMANDER SEVENTH FLEET;02/09/1945;539631;;;07/15/1988;163800;09/27/1992;214500
HATHAWAY;AMOS;T;;NAVY;OFFICER;;Commander OR Lieutenant Colonel;;;5249;NAVY CROSS;;HEROIC;1;10/25/1944;10/25/1944;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;NAVY CROSS;COMSEVENTHFLT - COMMANDER SEVENTH FLEET;02/11/1945;541468;;;07/15/1988;163800;09/27/1992;225300
FOWLER;RICHARD;L;;NAVY;OFFICER;;Commander OR Lieutenant Colonel;;;5249;NAVY CROSS;;HEROIC;1;10/25/1944;10/25/1944;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;NAVY CROSS;COMSEVENTHFLT - COMMANDER SEVENTH FLEET;02/14/1945;541986;;;07/15/1988;163800;09/27/1992;232000
PACE;JOHN;E;;NAVY;OFFICER;;Lieutenant Commander OR Major;;;5259;NAVY CROSS;;HEROIC;1;10/25/1944;10/25/1944;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;NAVY CROSS;COMSEVENTHFLT - COMMANDER SEVENTH FLEET;02/11/1945;542326;;;07/15/1988;163900;09/27/1992;233400
ZEITVOGEL;JAMES;R;;NAVY;OFFICER;;Ensign OR Second Lieutenant;;;5249;AIR MEDAL-INDIVIDUAL ACTION;;MERITORIOUS;1;10/25/1944;10/25/1944;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;AIR MEDAL-INDIVIDUAL ACTION;COMSEVENTHFLT - COMMANDER SEVENTH FLEET;02/15/1945;552483;;;07/15/1988;164100;09/28/1992;44700
BURKHART;CALVIN;;;NAVY;OFFICER;;Ensign OR Second Lieutenant;;;5259;NAVY CROSS;;HEROIC;1;10/25/1944;10/25/1944;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;NAVY CROSS;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;01/20/1945;552522;;;07/15/1988;164100;10/15/1992;224400
